Text1,Text2,Label
notebook apple macbook,papelaria escritorio,0
onde encontro panela pressao,fotografia,0
escova cabelo profissional,item colecao,0
chave fenda estrelo,material construcao,1
fone ouvido esporte,eletronico gadget,1
adesivo carro,peca acessorio automotivo,1
onde poder comprar cama,fotografia,0
papel fazer dobradura,papelaria escritorio,1
poodle,papelaria escritorio,0
teclado mecanico,moda acessorio,0
tenis nike,brinquedo jogo educativo,0
laptop gamer,eletronico gadget,1
luva musculacao,papelaria escritorio,0
chave Roda Stanley,decoracao festa,0
Smartphone antigo,brinquedo jogo educativo,0
Smartphone xiaomi redmi notar 12 perto eu,livro material literario,0
lava-louco,ferramenta equipamento,0
colchonete,brinquedo jogo educativo,0
kit higiene bucal colgate,livro material literario,0
tenis corrida nike air max,saude bem-estar,0
roteador wi-fi mesh,item colecao,0
camera fotografico,ferramenta equipamento,0
kit ferramenta bosch,material construcao,1
notebook dell,peca acessorio automotivo,0
onde encontro lupa,papelaria escritorio,1
piano digital,produto alimenticio basico,0
prateleira flutuante Madeira,item colecao,0
vinho conchar y toro,brinquedo jogo educativo,0
placa videogame,oculo lente,0
onde achar tv 4k samsung 55 polegada,padaria confeitaria,0
relogio Breitling navitimer,joia relogio,1
livro aventura,livro material literario,1
livro vida curto pequeno robert Kiyosaki,livro material literario,1
mantar sofa,casa decoracao,1
oculo sol formato arredondar,oculo lente,1
notebook lenovo thinkpad,beleza autocuidado,0
onde poder comprar cafeteira,joia relogio,0
fogao 5 boca electrolux,esporte fitness,0
brinquedo mordedor nylon,acessorio pet,1
televisao tcl,eletronico gadget,1
creme aumentar libido,item adulto,1
vento salgueiro,livro material literario,1
fone bluetooth xbox serie,console jogo,1
guitarra eletrico,instrumento musical,1
Caixa chocolate presente,presente viagem,1
guarda-chuva retratilr,item colecao,0
chinelo havaiana branco,bebida alcoolico,0
controle remoto,eletronico gadget,1
maquina costura Janome,moda acessorio,1
leite condensado mocar,decoracao festa,0
carro hyundai elantrar,veiculo,1
carrinho bebe em este loja,material construcao,0
sandalia havaiana,moda acessorio,1
bola futebol oficial,item adulto,0
shorts,moda acessorio,1
baloe aniversario dourar,decoracao festa,1
bacalhau,produto alimenticio basico,1
roteador wi-fi,peca acessorio automotivo,0
sushi combo,pescado produto gourmet,1
pe rocuro brinquedo lego star wars,brinquedo jogo educativo,1
sapato social masculino,cafe snack,0
tequila prato shot,bebida alcoolico,1
action figur personagem game,item colecao,1
compro porta-joia,eletronico gadget,0
onde encontro ar condicionado,fotografia,0
lente contato,oculo lente,1
pasta elastico tamanho a4,papelaria escritorio,1
fone ouvir bluetooth,acessorio pet,0
teclado mecanico razer Blackwidow,console jogo,1
kit pintura tinta lavavel,brinquedo jogo educativo,1
pulseira prata,joia relogio,1
teclado gamer display,casa decoracao,0
caderno caligrafia,eletrodomestico,0
chave philips tramontina,ferramenta equipamento,1
Madeira,papelaria escritorio,0
Webcam razer kiyo pro,console jogo,1
onde comprar bala mastigavel,doce chocolate,1
kit broca diverso,material construcao,1
tapioca queijo coalho,cafe snack,1
notebook dell inspiron,eletronico gadget,1
procurar riscador azulejo,ferramenta equipamento,1
livro poesia,produto alimenticio basico,0
mala viagem Samsonite,livro material literario,0
tablet Samsung,eletronico gadget,1
cimento plastico,brinquedo jogo educativo,0
cadeira gamer secretlab titan,console jogo,1
capacete ciclismo,peca acessorio automotivo,0
secador unha,ferramenta equipamento,0
chinchila,moda acessorio,0
arco serra metal,ferramenta equipamento,1
planta artificial decorativa,papelaria escritorio,0
onde tenis esportivo,moda acessorio,1
aparelho barbear eletrico,console jogo,0
aspirador po,pescado produto gourmet,0
body sensual transparencia,item adulto,1
Baralho truco,eletrodomestico,0
notebook lenovo ideapad,item colecao,0
racao natural caes,produto alimenticio basico,0
sofa cama,casa decoracao,1
vela aromatico tematico,cafe snack,0
onde farmacia 24 hora abrir,instrumento musical,0
roupa infantil venda livraria,livro material literario,0
panettone gota chocolate,cafe snack,1
mesa Centro,eletronico gadget,0
almofar,brinquedo jogo educativo,0
anel cravejar diamante,doce chocolate,0
oculo sol,oculo lente,1
oculo sol oversized,oculo lente,1
camera fotografico canon,item colecao,0
armacao grau lente antirreflexo,oculo lente,1
perfume importar venda aqui,livro material literario,0
guitarra Jackson,papelaria escritorio,0
vestir festa longo,moda acessorio,1
areiar higienico gato,acessorio pet,1
onde achar jogo talher,padaria confeitaria,0
procuro material pintura industrial,presente viagem,0
onde comprar frigideira antiaderente,acessorio pet,0
arroz integral,produto alimenticio basico,1
aspirador po robo,acessorio pet,0
sardinha enlatar,pescado produto gourmet,1
pijama,moda acessorio,1
tripe alto performance,padaria confeitaria,0
panela eletrico,brinquedo jogo educativo,0
jogo panela antiaderente vender,doce chocolate,0
peixe sashimi,pescado produto gourmet,1
batedeira,ferramenta equipamento,0
cortina Blackout quarto,eletrodomestico,0
onde encontro tv 4k,eletronico gadget,1
ar condicionado portatil,produto alimenticio basico,0
jogo boliche pino colorir,brinquedo jogo educativo,1
racao vegano cao,acessorio pet,1
pingente ouro topazio,joia relogio,1
comprar doce regional,doce chocolate,1
luva termico cozinha,peca acessorio automotivo,0
paleta suino,pescado produto gourmet,0
capa chuva,moda acessorio,0
cortina sala,peca acessorio automotivo,0
vinho tinto chileno,eletrodomestico,0
carteira masculino,instrumento musical,0
televisao panasonic,eletronico gadget,1
tripe camera,decoracao festa,0
jogo porca,ferramenta equipamento,1
File truta salmonar,pescado produto gourmet,1
lingerie,item adulto,1
call of duty modern warfare xbox,console jogo,1
colar perola natural,saude bem-estar,0
martelo borracha obra,eletrodomestico,0
camiseta hering,oculo lente,0
boneco articular super-heroi,veiculo,0
estante tv moderno,livro material literario,0
carregador,eletronico gadget,1
anel opala ouro branco,joia relogio,1
boneca inflavel premium,item adulto,1
macarico,ferramenta equipamento,1
livro insustentavel leveza,livro material literario,1
miniatura tanque guerra,item colecao,1
roteador wi-fi,console jogo,0
mascara couro,item adulto,1
cerveja lager artesanal,bebida alcoolico,1
tapioca queijo coco,cafe snack,1
kit jardinagem,ferramenta equipamento,1
desempenadeira dentar,material construcao,1
oculo retro armacao colorir,cafe snack,0
oculo sol esportivo,oculo lente,1
piano digital,instrumento musical,1
sanduiche,produto alimenticio basico,1
relogio Tommy hilfiger,brinquedo jogo educativo,0
colar perola barroca,joia relogio,1
sorvete maracuja,cafe snack,1
cha verde,saude bem-estar,1
bloco nota personalizar,acessorio pet,0
oculo sol estilo gatinho,oculo lente,1
volante esportivo,peca acessorio automotivo,1
massa folhar doce,padaria confeitaria,1
avental cozinha personalizar,esporte fitness,0
shampoo pantene,oculo lente,0
livro diario Anne frank,livro material literario,1
extensao eletrica,eletronico gadget,0
secador cabelo,material construcao,0
maquina fazer pao,eletrodomestico,1
arroz feijao promocao,item colecao,0
vinho chandon,eletronico gadget,0
livro atividade pra crianca,brinquedo jogo educativo,1
tijolo,brinquedo jogo educativo,0
casaco infantil inverno,item adulto,0
fone ouvir,brinquedo jogo educativo,0
onde compro lente canon ef 50 mm,fotografia,1
fritadeira air Fryer,papelaria escritorio,0
cooktop 2 boca,eletrodomestico,1
jogo dado erotico,item adulto,1
comprar desinfetante,bebida alcoolico,0
tapete refrescante caes,acessorio pet,1
borracha escolar,beleza autocuidado,0
rolo pintura cabo longo,ferramenta equipamento,1
kit lapis desenho tecnico,eletrodomestico,0
lente camera fotografico,eletronico gadget,1
sorvete castanha caju,cafe snack,1
carregador fio,console jogo,0
tar precisar espelho maquiagem,ferramenta equipamento,0
Margarina,produto alimenticio basico,0
carro usar barato,veiculo,1
ventilador turbo portatil,peca acessorio automotivo,0
armacao grau moderno,oculo lente,1
bateria carro,cafe snack,0
maine Coon,acessorio pet,1
capacete moto fechar,acessorio pet,0
rede descanso varanda,eletrodomestico,0
querer colchao espuma ortopedico,peca acessorio automotivo,0
adubo liquido flor,presente viagem,1
capa vampiro,moda acessorio,0
toalha mesa bordar,esporte fitness,0
onde encontro bolo casamento,padaria confeitaria,1
tapete automotivo universal,peca acessorio automotivo,1
onde poder achar pao doce creme,padaria confeitaria,1
livro ficcao cientifico,livro material literario,1
perfume la vie est Belle lancome,beleza autocuidado,1
buscar cadeira praia,doce chocolate,0
linha pesca,brinquedo jogo educativo,0
maquina costura portatil,veiculo,0
caderneta planejamento viagem,presente viagem,1
perfume chanel ndeg5,beleza autocuidado,1
leite,casa decoracao,0
meia compressao,moda acessorio,1
civic 2019,veiculo,1
moto honda biz 125,decoracao festa,0
torar 2021,papelaria escritorio,0
carregador controle ps5 cabo,console jogo,1
cinta liga,item adulto,0
kit ferramenta dewalt,beleza autocuidado,0
barraca camping promocao,cafe snack,0
onde comprar arroz tio joao,livro material literario,0
cafeteira expresso,pescado produto gourmet,0
schnauzer,acessorio pet,1
racao premium cao,acessorio pet,1
bolo milho goiabada,cafe snack,1
File pintado,pescado produto gourmet,1
peixe pacu,pescado produto gourmet,1
cadeira escritorio ergonomico em este loja,livro material literario,0
kit limpeza aquario,acessorio pet,1
salamandra,produto alimenticio basico,0
Cabideiro Madeira,eletronico gadget,0
refrigerante 2l,produto alimenticio basico,1
violar caipira Rozini,instrumento musical,1
xbox serie x,pescado produto gourmet,0
teclado rgb,moda acessorio,0
vibrador dupla estimulacao,item adulto,1
caderno universitario 10 materia,item adulto,0
cafeteira philco,brinquedo jogo educativo,0
kit maquiagem infantil,brinquedo jogo educativo,1
circulo mdf decorar,decoracao festa,1
cadeira ergonomico gamer,brinquedo jogo educativo,0
cama box,papelaria escritorio,0
cinto tecido,bebida alcoolico,0
morango,peca acessorio automotivo,0
bicicleta,brinquedo jogo educativo,0
tenis nike,esporte fitness,1
carne moido bovino,pescado produto gourmet,0
placa video,material construcao,0
po solto selar maquiagem,beleza autocuidado,1
capacho personalizar,esporte fitness,0
bola futebol,oculo lente,0
parafuso,ferramenta equipamento,1
cartola banana prata,cafe snack,1
caminhaor basculante brinquedo,brinquedo jogo educativo,1
preciso assistencia tecnico tv,instrumento musical,0
aspirador po industrial,beleza autocuidado,0
mesa jantar Madeira,item colecao,0
Relogio garmin forerunner,livro material literario,0
onde loja brinquedo infantil,instrumento musical,0
cafe moido gourmet,cafe snack,1
plaquinha aceitar casamento,decoracao festa,1
maquina lavar electrolux 12 kg,decoracao festa,0
tenis adir,moda acessorio,1
caderno caligrafia,item adulto,0
buque rosa,joia relogio,1
brinquedo banho,brinquedo jogo educativo,1
Balde,produto alimenticio basico,0
amortecedor,material construcao,0
bracelete platina,joia relogio,1
spray fixador maquiagem,beleza autocuidado,1
roupao banho adulto,acessorio pet,0
bicicleta oggi,papelaria escritorio,0
fone ouvir bluetooth,console jogo,0
quadriciclo infantil,brinquedo jogo educativo,1
onde encontro camiseta esportiva,padaria confeitaria,0
tinta parede,eletronico gadget,0
mangueira,material construcao,0
livro dracula br Stoker,livro material literario,1
livro dom quixote,livro material literario,1
preciso pizza mussarela pronto,padaria confeitaria,1
saida praia,produto alimenticio basico,0
onde achar cartucho tinta,joia relogio,0
onde encontro boneca barbie fashionista,brinquedo jogo educativo,1
docinho fino casamento,padaria confeitaria,1
champanhe importar,oculo lente,0
correia dentar,casa decoracao,0
painil solar domestico,eletronico gadget,1
cacau show,doce chocolate,1
cavaquinho del Vecchio,instrumento musical,1
estatueta personagem folclorico,item colecao,1
oculo sol lente claro,oculo lente,1
milkshake artesanal,cafe snack,1
sanduicheira grill,eletrodomestico,1
broca videa,ferramenta equipamento,1
fone ouvir bluetooth,item adulto,0
onde encontro chave fenda philips,material construcao,1
cacatua,brinquedo jogo educativo,0
aquecedor ambiente,oculo lente,0
yamaha nmax 160 vista,veiculo,1
oculo escuros ray-ban,oculo lente,1
livro historia Infantis,material construcao,0
onde compro pipoca gourmet sabor trufa,padaria confeitaria,1
jogo dardo alvo,eletrodomestico,0
bolo Souza leao,cafe snack,1
mascara solda,ferramenta equipamento,1
acordeon 120 baixo Scandalli,instrumento musical,1
panela eletrico arroz mondial,livro material literario,0
Atum posta,pescado produto gourmet,1
procurar pirulito decorar,doce chocolate,1
relogio parede,beleza autocuidado,0
calca jeans,moda acessorio,1
mouse gamer corsair sabre rgb,console jogo,1
colcha king size algodao,acessorio pet,0
bracelete ouro opala,joia relogio,1
caderno tilibrar,peca acessorio automotivo,0
onde poder encontrar cadeira gamer,livro material literario,0
cafeteira expresso,casa decoracao,1
bicicleta montanha,esporte fitness,1
cimento rapido,brinquedo jogo educativo,0
teclado gamer duckyr one 3,console jogo,1
caneleira muay thai,papelaria escritorio,0
Martelo,ferramenta equipamento,1
fruta seco importar,saude bem-estar,1
tapete perso fazer mao,item colecao,1
guitarra eletrico,instrumento musical,1
tamborim samba d'mark,instrumento musical,1
escorredor prato inox,item colecao,0
torradeiro eletrico compacto,item colecao,0
File linguado,pescado produto gourmet,1
tapioca rechear doce leite,cafe snack,1
farol automotivo Magneti Marelli polo,eletronico gadget,0
tinta branco fosca aqui,material construcao,1
onde encontrar armario banheiro,eletronico gadget,0
perfume importar,peca acessorio automotivo,0
onde compro relogio rolex,joia relogio,1
tenis esportivo nike,peca acessorio automotivo,0
tampa panela,produto alimenticio basico,0
pulseira prata topazio,joia relogio,1
alicate corte reto,ferramenta equipamento,1
barraca camping 4 pessoa,saude bem-estar,0
carro hot Wheels,saude bem-estar,0
ar-condicionado split,eletrodomestico,1
oculo seguranca trabalho,oculo lente,1
secador cabelo taiff,livro material literario,0
livro codigo vinci dan brown,livro material literario,1
flash compacto camera,doce chocolate,0
livro romance,ferramenta equipamento,0
onde encontro Furadeira bosch gsb 13,ferramenta equipamento,1
cortador unha caes,acessorio pet,1
faixa alongamento,casa decoracao,0
maquina lavar electrolux,esporte fitness,0
tubo bolha sabao,brinquedo jogo educativo,1
tapete sala,material construcao,0
onde poder comprar sofa cama,joia relogio,0
oculo sol ray-ban,esporte fitness,0
parafuso Madeira,bebida alcoolico,0
barra peso,esporte fitness,1
kit cha Premium,cafe snack,0
bacalhau,casa decoracao,0
perfume Egeo bomb Black,produto alimenticio basico,0
suporte headset,casa decoracao,0
livro game of throne,brinquedo jogo educativo,0
terrario,acessorio pet,1
chave fenda,ferramenta equipamento,1
placa decorativo vintager,casa decoracao,1
carregador portatil celular,presente viagem,0
areiar fino,material construcao,1
espada decorativo medieval,item colecao,1
onde compro estante Madeira,pescado produto gourmet,0
kit maquiagem mac,beleza autocuidado,1
onde encontro churrasqueira Carvao,fotografia,0
movel compacto,casa decoracao,1
pao frances integral,padaria confeitaria,1
diamante negro,doce chocolate,1
procuro ferramenta marcenaria,presente viagem,0
kit marcador colorir,papelaria escritorio,1
biscoito rechear,bebida alcoolico,0
relogio infantil resistente agua,item adulto,0
batom matte vermelho Maybelline,beleza autocuidado,1
dourar fresco,pescado produto gourmet,1
carregador portatil celular,cafe snack,0
kit maquiagem,esporte fitness,0
oculo sol esportivo,oculo lente,1
busco oculo sol ray-ban masculino,padaria confeitaria,0
guardanapo linho,esporte fitness,0
fritadeira philips,instrumento musical,0
encontro tinta guache,veiculo,0
kit ferramenta Black decker,beleza autocuidado,0
sacola compra reutilizavel,moda acessorio,1
relogio casio,moda acessorio,1
objeto cristal,item colecao,1
panela inox,casa decoracao,1
maquina lavar,eletronico gadget,1
skate longboard,console jogo,0
chave roda,peca acessorio automotivo,1
Caixa som jbl,instrumento musical,0
roupa bebe,acessorio pet,0
escorredor macarrao,moda acessorio,0
trem brinquedo luz som,brinquedo jogo educativo,1
cortador piso,ferramenta equipamento,1
sabonete liquido,saude bem-estar,1
cafeteira eletrico,console jogo,0
geladeira,moda acessorio,0
cadeira praia,casa decoracao,0
robo aspirador,eletrodomestico,1
onde comprar pompoarismo kit,bebida alcoolico,0
batedeira planetario oster,esporte fitness,0
fone ouvido alto qualidade,eletronico gadget,1
pipoqueira eletrico,oculo lente,0
vinho tinto chileno,bebida alcoolico,1
kit maquiagem completo,papelaria escritorio,0
capsula aumento libido,item adulto,1
oculo sol ray-ban,moda acessorio,1
relogio casio g-shock,brinquedo jogo educativo,0
cerveja long neck,veiculo,0
barraca camping impermeavel,papelaria escritorio,0
boneca acessorio,item adulto,0
porta-velas decorativo,presente viagem,1
plug anal metal,item adulto,1
onde loja material poco,presente viagem,0
drone camera,eletronico gadget,1
Garrafa tupperware,casa decoracao,1
comprar grade janela,presente viagem,0
paleta sombra,saude bem-estar,1
figura acao serie classico,item colecao,1
querer comprar liquidificador industrial,peca acessorio automotivo,0
televisao 4k Samsung,acessorio pet,0
caneca porcelano personalizado,acessorio pet,0
kit limpeza aquario,eletronico gadget,0
onde comprar tenis corrida,fotografia,0
chave fenda,pescado produto gourmet,0
apontador lapis metalico,eletrodomestico,0
captopril 25 mg,saude bem-estar,1
tv smart 55 polegada,eletrodomestico,1
giz cera colorir,item adulto,0
brinquedo educativo crianca,eletrodomestico,0
camera fotografico canon,decoracao festa,0
sanduicheira grill philco,livro material literario,0
celular xiaomi,papelaria escritorio,0
fritadeira eletrico,padaria confeitaria,0
tenis nike air max,acessorio pet,0
onde compro aparelho som,fotografia,0
Smartphone Samsung,eletronico gadget,1
fantasia bruxa,decoracao festa,1
kit maquiagem maybelline,beleza autocuidado,1
camisa social,moda acessorio,1
jaqueta pum,padaria confeitaria,0
carregador joy-con 4 slots,console jogo,1
espelho decorativo grande,presente viagem,0
telha ceramico,material construcao,1
tenis salomon,brinquedo jogo educativo,0
rodar hamster,brinquedo jogo educativo,0
tenis nike,beleza autocuidado,0
pave doce leite,cafe snack,1
procurar sofa-cama confortavel,peca acessorio automotivo,0
porta-objeto,ferramenta equipamento,0
cortador grama eletrico,saude bem-estar,0
quadriciclo polaris,esporte fitness,1
aspirador po,brinquedo jogo educativo,0
oculo protecao Jardim,oculo lente,1
onde secador cabelo,ferramenta equipamento,0
quadriciclo infantil,brinquedo jogo educativo,1
filhote fresco,pescado produto gourmet,1
palheta jazz grip dunlopir,instrumento musical,1
mira telescopico,brinquedo jogo educativo,0
surdo bateria acustico,instrumento musical,1
livro fantasia,instrumento musical,0
parafuso,beleza autocuidado,0
tritao chine,acessorio pet,1
caneca cafe,presente viagem,0
livro sol todo harper lee,livro material literario,1
Bleu chanel,beleza autocuidado,1
bermuda praia,pescado produto gourmet,0
onde sorvete vegano,cafe snack,1
brinquedo montar lego,veiculo,0
onde achar ferramenta multiuso leatherman,ferramenta equipamento,1
onde encontro celular ultima geracao,ferramenta equipamento,0
refrigerador duplex,console jogo,0
estojo escolar,papelaria escritorio,1
comprar capa protetor sofa,doce chocolate,0
lente camera fotografico,decoracao festa,0
whey protein,brinquedo jogo educativo,0
lingerie sensual,item adulto,1
File arenque defumar,pescado produto gourmet,1
marreta demolicao,ferramenta equipamento,0
cesta organizadoro,casa decoracao,1
monitor gamer 240hz alienware,console jogo,1
notebook msi,eletronico gadget,1
cerveja ipo lupulo citrico,bebida alcoolico,1
fritadeira oleo,eletrodomestico,1
batedeira kitchenaid,casa decoracao,0
brinquedo gato,brinquedo jogo educativo,0
almofar pescoco viagem,presente viagem,1
procurar cadeira dobravel praia,peca acessorio automotivo,0
perfume boticario egeo,beleza autocuidado,1
Smartphone pixel,padaria confeitaria,0
quadro moldura rustico,eletrodomestico,0
Glucosamina osteo bi-flex,papelaria escritorio,0
livro infantil educativo,livro material literario,1
querer comprar maquina lavar roupa,doce chocolate,0
smartwatch,esporte fitness,0
onde encontro microfone gravacao,fotografia,0
acessorio fotografia,padaria confeitaria,0
serrote,ferramenta equipamento,1
saida praia,moda acessorio,0
smartwatch samsung,eletronico gadget,1
chave boca,peca acessorio automotivo,1
querer comprar brita Jardim,presente viagem,0
relogio timex,moda acessorio,1
robo limpador vidro,eletrodomestico,1
bateria acustico,instrumento musical,1
poster promocional show historico,item colecao,1
batedeira kitchenaid,moda acessorio,0
valvula descarga,material construcao,1
camera digital canon,papelaria escritorio,0
estante livro madeira,eletrodomestico,0
papel colorir pra fazer dobradura,papelaria escritorio,1
whey protein,saude bem-estar,1
cesta piquenique completo,esporte fitness,1
onde encontro oculo escuros oakley,moda acessorio,1
placa video nvidia geforce,livro material literario,0
cerveja artesanal ipa perto eu,bebida alcoolico,1
onde poder comprar filtro agua,joia relogio,0
celular lg,eletronico gadget,1
suporte cabide,esporte fitness,0
onde compro ventilador mesa,fotografia,0
fone fio p2,veiculo,0
lente anamorfico,fotografia,1
figura acao exclusivo,cafe snack,0
massa modelar infantil,eletrodomestico,0
racao caes pedigree,decoracao festa,0
suplemento ferro sulfato ferroso,saude bem-estar,1
coleira inteligente pet,acessorio pet,1
cocker spaniel,acessorio pet,1
champanhe frances premium,bebida alcoolico,1
onde poder comprar camera seguranca,fotografia,1
relogio parede analogico,item colecao,0
comprar tijolo ecologico modular,presente viagem,0
bambole infantil,item adulto,0
onde comprar guitarra eletrico,instrumento musical,1
chave roda,ferramenta equipamento,1
sabonete,instrumento musical,0
joia prata,moda acessorio,1
onde vender quadro branco pequeno,papelaria escritorio,1
foguete brinquedo,brinquedo jogo educativo,1
bola basquete oficial,item colecao,0
base decorativo doce cupcake,decoracao festa,1
armario cozinha,eletronico gadget,0
corda pular,esporte fitness,1
tablet crianca,material construcao,0
geladeira frost Free,peca acessorio automotivo,0
onde encontrar fone bluetooth barato,decoracao festa,0
teclado mecanico gamer redragon,decoracao festa,0
boneca barbie,console jogo,0
rejunte,produto alimenticio basico,0
colecao jogo retro,console jogo,1
onde poder comprar aspirador,fotografia,0
porta-retrato,casa decoracao,1
Azeitona,brinquedo jogo educativo,0
horta vertical flor erva,presente viagem,1
onde poder comprar ventilador mesa,joia relogio,0
notebook hp,casa decoracao,0
macarrao,material construcao,0
triciclo infantil empurrador,brinquedo jogo educativo,1
cadeira ergonomico,casa decoracao,1
regua 30 cm,papelaria escritorio,0
armacao grau levar,oculo lente,1
ferro solda,produto alimenticio basico,0
kit ferramenta Stanley,material construcao,1
kit ferramenta bosch,saude bem-estar,0
camera Streaming,moda acessorio,0
raquete wilson,moda acessorio,0
onde encontro espelho grande,fotografia,0
alguem saber onde encontrar espremedor fruta eletrico,doce chocolate,0
item decoracao pet,acessorio pet,1
onde peixe ornamental,acessorio pet,1
guirlanda flor natural,presente viagem,1
camisa nike,moda acessorio,1
conjunto xicara porcelano,item colecao,0
Chaleira eletrico,eletrodomestico,1
jogo panela,produto alimenticio basico,0
confete colorir biodegradavel,decoracao festa,1
vela ignicao,eletronico gadget,0
jeep gladiator rubicon,veiculo,1
whisky 12 ano,bebida alcoolico,1
preciso luminario,joia relogio,0
luminario mesa,material construcao,0
Mordaca bola,item adulto,1
bolo caseiro decorar,fotografia,0
secante esmalte spray,beleza autocuidado,1
chaveiro personalizar evento,item colecao,1
vibrador rotativo controle,item adulto,1
oculo sol espelhar prata,oculo lente,1
conjunto talher camping,console jogo,0
onde comprar jogo panela,fotografia,0
fiat pulse drive,veiculo,1
antialergico loratadina,saude bem-estar,1
corda ringue,esporte fitness,1
lanterna portatil camping,presente viagem,1
cinto calvin Klein,moda acessorio,1
prego 2 polegada,material construcao,1
oculo armacao Titanio,oculo lente,1
ford ka 2021,veiculo,1
impressora canon,presente viagem,0
File peixe traira,pescado produto gourmet,1
Mochaccino cobertura cacau,cafe snack,1
prancha surf Mormaii,esporte fitness,1
onde encontro fone ouvir bluetooth,fotografia,0
onde compro aquecedor gas,pescado produto gourmet,0
caneta,joia relogio,0
protetor porta-malas,peca acessorio automotivo,1
onde encontro roupa bebe,padaria confeitaria,0
caixa presente decorativa,decoracao festa,1
bulldog frances,produto alimenticio basico,0
livro codigo vinci,livro material literario,1
piscina inflavel,peca acessorio automotivo,0
espatular massa corrida,beleza autocuidado,0
cozinha americano,casa decoracao,1
escova dente,esporte fitness,0
kit construcao jardim vertical,casa decoracao,1
balao inflavel tematico,item adulto,0
hyundai Santa fe 7 lugar,veiculo,1
chave inglês ajustavel,cafe snack,0
violao acustico yamaha,instrumento musical,1
onde encontro estante tv,fotografia,0
quadro decorativo filme cult,item colecao,1
tabua cortar carne,console jogo,0
cadeira escritorio ergonomico,casa decoracao,1
microfone shure sm58 original,instrumento musical,1
camera seguranca wi-fi,veiculo,0
camera seguranca,eletronico gadget,1
suporte violao chao,instrumento musical,1
violino eagle 4/4 arco,instrumento musical,1
vinho Cabernet Sauvignon,bebida alcoolico,1
achar loja produto festa,instrumento musical,0
procuro loja utensilio domestico,instrumento musical,0
notebook hp,eletronico gadget,1
guarda-chuva automatico,eletrodomestico,0
kiwi,brinquedo jogo educativo,0
piano digital yamaha,instrumento musical,1
secadora roupa,console jogo,0
chocolate artesanal,oculo lente,0
roupao buddemeyer,esporte fitness,0
piso laminar apartamento,acessorio pet,0
whisky bourbon americano,bebida alcoolico,1
lego creator,beleza autocuidado,0
camera subaquatico compacto,decoracao festa,0
kit robotica crianca,brinquedo jogo educativo,1
pizza frango catupiry,padaria confeitaria,1
kimono jiu-jitsu,esporte fitness,1
mochila viagem,veiculo,0
pao integral,padaria confeitaria,1
bolo batata-doce,cafe snack,1
pantufa,moda acessorio,0
kit jardinagem,cafe snack,0
tenis corrida asics,item colecao,0
faca churrasco,peca acessorio automotivo,0
serrote Madeira,material construcao,1
aditivo impermeabilizante,material construcao,1
cama box,esporte fitness,0
equipamento mergulho,esporte fitness,1
garrafa termico inox,esporte fitness,0
Motorola edge 40,acessorio pet,0
siame,moda acessorio,0
preciso mala viagem rodinha,doce chocolate,0
cortina Blackout sala,saude bem-estar,0
flor papel gigante,decoracao festa,1
bicicleta oggi,esporte fitness,1
chocalho bebes,brinquedo jogo educativo,1
estatua colecionavel dc,item colecao,1
cadeira gamer dxracer,console jogo,1
pizza português,padaria confeitaria,1
replicar varinha varinha harry potter,item colecao,1
lente contato acuvue,decoracao festa,0
onde vender shampoo dove,decoracao festa,0
historia serva,livro material literario,1
refrigerante coca-cola,oculo lente,0
globo espelhar festa,decoracao festa,1
Smartphone Samsung,pescado produto gourmet,0
pomada dor articular fisiogel,saude bem-estar,1
creme anti-frizz cabelo,beleza autocuidado,1
caderno desenho infantil,item adulto,0
aspirador po,livro material literario,0
maquina lavar roupa bosch,eletronico gadget,1
Samsung galaxy a54,decoracao festa,0
headset gamer epo h3,console jogo,1
borracha tinta desenho,papelaria escritorio,1
oculo sol esporte radical,oculo lente,1
ferro passar roupa vapor,veiculo,0
suporte laptop,esporte fitness,0
onde achar bicicleta caloi,padaria confeitaria,0
fantasia erotico Casal,item adulto,1
detector metal,moda acessorio,0
bicicleta eletrico urbano,saude bem-estar,0
fone ouvir bluetooth,veiculo,0
oculo grau design minimalista,oculo lente,1
Mini Campo futebol,brinquedo jogo educativo,1
toalha banho,pescado produto gourmet,0
flauta doce yamaha germanico,instrumento musical,1
onde compro tenis correr,ferramenta equipamento,0
televisor led 32 polegada,eletrodomestico,1
figura lego exclusivo,item colecao,1
aquecedor gas,beleza autocuidado,0
carregador samsung,produto alimenticio basico,0
agua perfumar,beleza autocuidado,0
mesa Centro,produto alimenticio basico,0
chave boca,ferramenta equipamento,1
espelho decorativo mesa,decoracao festa,1
saco lixo 50 litro,veiculo,0
relogio longine feminino,joia relogio,1
gerbil Mongolia,acessorio pet,1
Carimbo numerico ajustavel,papelaria escritorio,1
carro chevrolet s10,veiculo,1
onde encontrar exaustor cozinha,eletrodomestico,1
massageador eletrico portatil,console jogo,0
fogao 5 boca consul,livro material literario,0
frigideira antiaderente,veiculo,0
pomba,decoracao festa,0
gel sexo oral,item adulto,1
notebook,ferramenta equipamento,0
caneto bic vender em este loja,livro material literario,0
hilux 2020,veiculo,1
livro cemiterio dragoes,livro material literario,1
cavalete construcao,material construcao,1
buscar ventilador turbo portatil,doce chocolate,0
rebolo samba tradicional,instrumento musical,1
cortina Blackout quarto,presente viagem,0
bolsa couro,moda acessorio,1
desodorante dove,produto alimenticio basico,1
onde encontro amendoo confeitar,doce chocolate,1
